Answer using only only word - Alligator or Spanner and not Shovel. Which is more similar in meaning to Shovel?,alligator or spanner
Answer using only only word - Caiman or Tortoise and not Anvil. Which is more similar in meaning to Anvil?,caiman
Answer using only only word - Boa python or Snake and not Nail. Which is more similar in meaning to Nail?,boa python
Answer using only only word - Chisel or Toad and not Paint brush. Which is more similar in meaning to Paint brush?,toad
Answer using only only word - Caiman or Crocodile and not Shovel. Which is more similar in meaning to Shovel?,crocodile
Answer using only only word - Gecko or Salamander and not Alligator. Which is more similar in meaning to Alligator?,gecko
Answer using only only word - Boa python or Turtle and not Cobra. Which is more similar in meaning to Cobra?,turtle
Answer using only only word - Grinding disk or Hammer and not Oil can. Which is more similar in meaning to Oil can?,Hammer
Answer using only only word - Lizard or Spanner and not Paint brush. Which is more similar in meaning to Paint brush?,lizard or spanner
Answer using only only word - Axe or Vacuum and not Gecko. Which is more similar in meaning to Gecko?,axe or vacuum
Answer using only only word - Caiman or Tortoise and not Toad. Which is more similar in meaning to Toad?,caiman
Answer using only only word - Cobra or Shovel and not Chameleon. Which is more similar in meaning to Chameleon?,venom
Answer using only only word - Chisel or Grinding disk and not Anvil. Which is more similar in meaning to Anvil?,chisel or grinding disk
Answer using only only word - Alligator or Caiman and not Saw. Which is more similar in meaning to Saw?,alligator or caiman
Answer using only only word - Lawn Mower or Lizard and not Paint brush. Which is more similar in meaning to Paint brush?,lawn mower
Answer using only only word - Blindworm or Lizard and not Hammer. Which is more similar in meaning to Hammer?,blindworm
Answer using only only word - Anvil or Axe and not Blindworm. Which is more similar in meaning to Blindworm?,ax
Answer using only only word - Anvil or Crocodile and not Dinosaur. Which is more similar in meaning to Dinosaur?,anvil is a heavy object
Answer using only only word - Crocodile or Turtle and not Knife. Which is more similar in meaning to Knife?,turtle and crocodile
Answer using only only word - Lizard or Toad and not Anvil. Which is more similar in meaning to Anvil?,lizard or toad
Answer using only only word - Snake or Spanner and not Lizard. Which is more similar in meaning to Lizard?,Spanner
Answer using only only word - Gecko or Paint brush and not Caiman. Which is more similar in meaning to Caiman?,paint brush
Answer using only only word - Caiman or Knife and not Snake. Which is more similar in meaning to Snake?,genus
Answer using only only word - Caiman or Crocodile and not Knife. Which is more similar in meaning to Knife?,crocodile
Answer using only only word - Chameleon or Nail and not Lawn Mower. Which is more similar in meaning to Lawn Mower?,chameleon
Answer using only only word - Turtle or Vacuum and not Lizard. Which is more similar in meaning to Lizard?,Vacuum
Answer using only only word - Chisel or Knife and not Gecko. Which is more similar in meaning to Gecko?,chisel or knife
Answer using only only word - Blindworm or Paint brush and not Tortoise. Which is more similar in meaning to Tortoise?,blindworm
