Answer using only one word - Alligator or Spanner and not Shovel. Which is more similar in meaning to Shovel?,Alligator
Answer using only one word - Caiman or Tortoise and not Anvil. Which is more similar in meaning to Anvil?,caiman
Answer using only one word - Boa python or Snake and not Nail. Which is more similar in meaning to Nail?,snake
Answer using only one word - Chisel or Toad and not Paint brush. Which is more similar in meaning to Paint brush?,toad
Answer using only one word - Caiman or Crocodile and not Shovel. Which is more similar in meaning to Shovel?,dangerous
Answer using only one word - Gecko or Salamander and not Alligator. Which is more similar in meaning to Alligator?,amphibian
Answer using only one word - Boa python or Turtle and not Cobra. Which is more similar in meaning to Cobra?,snake
Answer using only one word - Grinding disk or Hammer and not Oil can. Which is more similar in meaning to Oil can?,Grinding disk
Answer using only one word - Lizard or Spanner and not Paint brush. Which is more similar in meaning to Paint brush?,shape
Answer using only one word - Axe or Vacuum and not Gecko. Which is more similar in meaning to Gecko?,Axe
Answer using only one word - Caiman or Tortoise and not Toad. Which is more similar in meaning to Toad?,toad
Answer using only one word - Cobra or Shovel and not Chameleon. Which is more similar in meaning to Chameleon?,shape
Answer using only one word - Chisel or Grinding disk and not Anvil. Which is more similar in meaning to Anvil?,Anvil
Answer using only one word - Alligator or Caiman and not Saw. Which is more similar in meaning to Saw?,Alligator
Answer using only one word - Lawn Mower or Lizard and not Paint brush. Which is more similar in meaning to Paint brush?,Lawn Mower
Answer using only one word - Blindworm or Lizard and not Hammer. Which is more similar in meaning to Hammer?,lizard
Answer using only one word - Anvil or Axe and not Blindworm. Which is more similar in meaning to Blindworm?,name
Answer using only one word - Anvil or Crocodile and not Dinosaur. Which is more similar in meaning to Dinosaur?,anvil
Answer using only one word - Crocodile or Turtle and not Knife. Which is more similar in meaning to Knife?,Crocodile
Answer using only one word - Lizard or Toad and not Anvil. Which is more similar in meaning to Anvil?,shape
Answer using only one word - Snake or Spanner and not Lizard. Which is more similar in meaning to Lizard?,spanner
Answer using only one word - Gecko or Paint brush and not Caiman. Which is more similar in meaning to Caiman?,Gecko
Answer using only one word - Caiman or Knife and not Snake. Which is more similar in meaning to Snake?,shape
Answer using only one word - Caiman or Crocodile and not Knife. Which is more similar in meaning to Knife?,knife
Answer using only one word - Chameleon or Nail and not Lawn Mower. Which is more similar in meaning to Lawn Mower?,chameleon
Answer using only one word - Turtle or Vacuum and not Lizard. Which is more similar in meaning to Lizard?,Lizard
Answer using only one word - Chisel or Knife and not Gecko. Which is more similar in meaning to Gecko?,gecko
Answer using only one word - Blindworm or Paint brush and not Tortoise. Which is more similar in meaning to Tortoise?,paint brush
Answer using only one word - Gecko or Knife and not Dinosaur. Which is more similar in meaning to Dinosaur?,Gecko
Answer using only one word - Chisel or Crocodile and not Oil can. Which is more similar in meaning to Oil can?,crocodile
Answer using only one word - Alligator or Saw and not Chisel. Which is more similar in meaning to Chisel?,Alligator
Answer using only one word - Grinding disk or Oil can and not Tortoise. Which is more similar in meaning to Tortoise?,Grinding disk
Answer using only one word - Blindworm or Oil can and not Grinding disk. Which is more similar in meaning to Grinding disk?,oil
Answer using only one word - Hammer or Lawn Mower and not Toad. Which is more similar in meaning to Toad?,Hammer
Answer using only one word - Gecko or Lizard and not Knife. Which is more similar in meaning to Knife?,Gecko
Answer using only one word - Chameleon or Spanner and not Caiman. Which is more similar in meaning to Caiman?,chameleon
